"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"1","99.780601501465","LA FLORIDA","5","0","0","3","358827","2","3","0","2","2","3","0","1","0","0","0","3","0","2","0","0","2","6","4"
"2","103.13067626953","PUDAHUEL","2","1","2","0","1076800","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0"
"3","40.052761077881","PADRE HURTADO","5","0","1","0","201524","2","3","0","1","1","2","0","1","1","0","0","2","1","2","0","0","0","6","6"
"4","52.83247756958","LAS CONDES","1","1","0","0","2435992","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0"
"5","49.447814941406","MACUL","4","1","1","1","836299","3","1","2","1","1","3","0","0","0","0","0","2","0","2","0","0","0","6","2"
"6","72.575714111328","MACUL","2","1","1","0","474219","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","6"
"7","208.74203491211","LA PINTANA","1","0","0","0","150000","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"8","72.030601501465","QUILICURA","5","0","0","0","297994","3","2","0","1","1","3","0","1","0","0","0","2","1","2","0","0","2","6","0"
"9","277.29266357422","SANTIAGO","3","1","3","0","903297","0","3","0","1","2","1","0","0","0","0","0","1","0","2","0","0","4","0","0"
"10","94.521202087402","LAS CONDES","3","1","98","98","897905","1","2","2","0","1","1","0","0","1","0","0","1","0","2","0","0","2","2","2"
"11","48.791923522949","MAIPU","4","1","1","0","582272","2","2","2","0","1","0","1","2","0","0","0","0","0","4","0","0","2","0","2"
"12","83.668434143066","EL BOSQUE","4","1","0","1","381643","2","2","1","1","1","1","0","1","0","1","1","1","0","2","0","0","1","0","0"
"13","47.63932800293","INDEPENDENCIA","2","0","0","0","300000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","0"
"14","115.72662353516","SAN BERNARDO","5","1","0","1","334356","2","3","2","1","2","3","0","0","0","0","0","3","0","2","0","0","4","6","4"
"15","124.80800628662","PUENTE ALTO","2","0","0","0","301604","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","2","2"
"16","94.29354095459","SAN RAMON","3","0","0","1","141545","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","4","4"
"17","68.465751647949","LA PINTANA","4","0","1","0","132406","1","3","2","0","2","1","0","0","0","1","1","1","0","2","0","1","4","2","0"
"18","63.869972229004","SAN BERNARDO","4","1","0","1","442342","1","3","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","0"
"19","47.393466949463","SAN BERNARDO","3","1","0","0","417125","2","1","1","0","1","0","1","1","0","0","0","0","0","2","1","1","2","0","4"
"20","90.425010681152","PUENTE ALTO","2","0","0","0","198717","1","1","0","0","1","0","0","1","0","0","0","0","0","0","2","1","2","0","0"
"21","114.37532043457","PUENTE ALTO","3","0","2","0","406431","2","1","1","1","1","1","0","1","0","0","0","1","0","2","0","0","2","2","2"
"22","145.05847167969","PUENTE ALTO","2","0","0","0","280508","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","2"
"23","62.803413391113","LA PINTANA","7","1","0","0","690000","3","4","0","1","3","3","0","1","0","0","0","3","0","4","0","0","6","0","2"
"24","144.02819824219","SAN BERNARDO","3","0","0","0","84184","1","2","0","1","0","1","0","0","2","0","0","1","1","1","0","0","0","2","14"
"25","69.880783081055","LAS CONDES","3","1","0","0","1625329","1","2","1","0","1","0","1","1","0","1","0","0","0","1","2","1","0","0","6"
"26","74.812309265137","PADRE HURTADO","4","0","0","0","419800","2","2","0","0","2","1","0","1","0","0","1","0","0","3","0","0","2","2","4"
"27","79.002433776855","ESTACION CENTRAL","2","0","0","0","219613","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","1","0","0","2"
"28","282.68930053711","QUILICURA","1","0","1","0","350000","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"29","96.481048583984","LA CISTERNA","2","0","1","0","293061","1","1","0","0","0","0","2","0","0","1","0","0","0","0","2","1","0","0","4"
"30","142.2399597168","PUENTE ALTO","11","0","1","2","1025000","5","6","0","1","4","3","0","1","0","3","4","1","2","4","0","0","6","0","6"
"31","81.193832397461","EL BOSQUE","4","0","0","0","71924","0","4","0","2","0","2","0","2","0","0","0","2","0","2","0","0","0","4","2"
"32","50.939052581787","MAIPU","4","1","1","0","238890","3","1","1","0","1","1","0","1","0","1","1","1","0","2","0","0","1","0","8"
"33","65.736137390137","QUINTA NORMAL","4","0","0","0","700000","3","1","1","1","2","2","0","0","0","0","0","2","0","2","0","0","4","4","0"
"34","75.680160522461","MAIPU","3","1","0","1","283883","0","3","1","1","1","2","0","0","0","0","0","1","1","1","0","0","0","8","2"
"35","133.58743286133","PUENTE ALTO","2","0","0","0","300000","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","3"
"36","119.00426483154","BUIN","2","0","0","1","205844","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","2"
"37","108.83877563477","SANTIAGO","4","0","2","0","915422","1","3","0","1","3","1","0","0","0","0","0","0","0","4","0","1","4","2","0"
"38","105.65547943115","EL BOSQUE","3","0","0","0","104929","2","1","0","1","0","1","0","1","1","0","0","1","0","2","0","0","0","0","2"
"39","31.736089706421","LA REINA","5","1","1","1","1921997","2","3","4","1","2","1","0","2","0","0","0","0","1","4","0","1","2","2","6"
"40","177.00169372559","CERRO NAVIA","6","0","0","0","840984","2","4","0","1","3","1","1","1","0","0","0","1","0","4","1","2","2","2","2"
"41","127.83610534668","LA PINTANA","2","0","1","0","280000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","2"
"42","64.596588134766","MAIPU","3","1","1","1","720000","1","2","2","0","2","0","0","0","1","0","0","0","1","2","0","0","4","0","2"
"43","63.841957092285","LA PINTANA","8","1","3","0","400000","3","5","0","1","2","2","0","2","0","2","2","2","2","2","0","0","4","4","0"
"44","103.99327850342","HUECHURABA","3","1","0","0","900686","2","1","1","1","1","2","0","0","0","0","0","2","0","1","0","0","2","4","0"
"45","55.082019805908","MAIPU","3","1","0","1","1039090","2","1","2","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"46","69.352577209473","PUENTE ALTO","4","0","0","0","76540","2","2","0","1","0","1","0","1","2","0","0","0","2","2","0","0","0","1","4"
"47","153.58332824707","PEÑALOLEN","3","0","0","0","326011","1","2","0","1","1","1","0","1","0","0","0","0","0","3","0","0","0","2","2"
"48","265.79092407227","MAIPU","1","0","0","0","208742","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"49","122.90768432617","SAN RAMON","4","0","0","0","852342","2","2","0","0","2","0","2","1","0","1","0","0","0","2","2","0","2","2","2"
"50","330.22445678711","LA FLORIDA","7","0","0","1","509529","3","4","1","1","2","3","0","1","0","1","1","4","0","2","0","0","2","8","2"
"51","166.42538452148","QUILICURA","2","0","1","0","73085","0","2","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","7"
"52","91.342308044434","PUENTE ALTO","3","0","0","0","108160","2","1","1","0","0","0","0","1","1","1","1","0","0","2","0","0","0","0","6"
"53","102.13594055176","LA PINTANA","3","0","0","0","378812","2","1","0","1","2","2","0","0","0","0","0","1","0","2","0","0","3","0","5"
"54","142.55407714844","CONCHALI","3","2","0","0","600000","1","2","1","1","1","1","0","1","0","0","0","1","0","2","0","0","3","2","3"
"55","182.00715637207","LO ESPEJO","3","0","2","0","161824","1","2","0","0","1","1","0","0","1","0","0","1","0","2","0","0","2","0","4"
"56","43.799228668213","TALAGANTE","4","0","0","0","610000","3","1","0","0","2","0","0","1","1","0","0","0","1","3","0","1","4","0","0"
"57","249.60237121582","LA FLORIDA","5","3","1","0","1804588","3","2","4","1","3","1","0","1","0","0","0","1","0","4","0","0","2","1","22"
"58","63.349632263184","INDEPENDENCIA","1","0","0","0","149858","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"59","153.69177246094","PUENTE ALTO","1","0","0","0","433765","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"60","80.10164642334","EL BOSQUE","3","1","0","0","1257445","1","2","2","0","2","1","0","0","0","0","0","0","1","2","0","0","0","2","0"
"61","71.505996704102","LA REINA","2","1","0","0","1306859","0","2","2","0","2","0","0","0","0","0","0","0","0","2","0","0","3","0","4"
"62","136.54911804199","LO PRADO","3","0","0","1","195000","2","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","6"
"63","88.621627807617","SAN RAMON","2","0","0","0","328000","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","1","2","0","2"
"64","75.903953552246","COLINA","3","0","0","0","620000","2","1","2","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"65","80.648666381836","LAS CONDES","1","0","0","0","124264","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","2"
"66","126.25543212891","RENCA","4","2","1","0","433126","3","1","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"67","22.431303024292","COLINA","4","0","0","0","870000","2","2","0","0","2","0","1","1","0","0","0","0","0","3","1","0","0","0","8"
"68","55.222057342529","PUENTE ALTO","5","1","1","0","500000","2","3","1","0","3","1","0","1","1","0","0","1","1","3","0","0","0","0","2"
"69","105.55662536621","PUENTE ALTO","2","1","0","0","180000","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","1","0","0","0"
"70","99.142768859863","PUENTE ALTO","3","0","0","1","630000","0","3","0","0","1","1","0","1","0","0","1","0","0","1","1","0","0","2","2"
"71","142.3224029541","PUENTE ALTO","6","2","2","3","456816","1","5","1","0","1","0","0","1","0","4","0","1","0","4","1","0","3","0","0"
"72","196.76222229004","ÑUÑOA","5","0","2","0","1279070","3","2","3","2","2","2","1","0","0","0","0","0","2","2","1","1","4","0","0"
"73","35.563571929932","PROVIDENCIA","4","1","0","2","1200000","1","3","1","0","1","3","0","0","0","0","0","2","1","1","0","0","2","6","2"
"74","84.835235595703","PUENTE ALTO","4","0","1","1","113610","2","2","0","1","1","1","0","1","0","1","1","1","0","2","0","0","2","0","0"
"75","63.666675567627","LA REINA","4","1","0","0","943569","2","2","2","0","2","0","0","2","0","2","0","0","0","2","2","0","4","0","4"
"76","524.63659667969","LA REINA","7","0","0","0","2104849","2","5","2","1","4","3","1","4","0","0","1","0","2","3","1","1","6","0","4"
"77","69.44066619873","INDEPENDENCIA","3","0","0","1","538581","2","1","0","0","2","1","0","0","0","0","0","1","0","2","0","0","2","2","2"
"78","122.18825531006","LAS CONDES","1","0","0","0","300000","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","2"
"79","146.83558654785","PEÑALOLEN","3","0","1","0","532828","2","1","1","0","2","0","0","1","0","0","0","0","1","2","0","1","2","0","2"
"80","70.547103881836","MACUL","4","0","1","1","400000","2","2","2","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"81","47.697463989258","MAIPU","4","1","0","0","479861","2","2","3","2","1","2","0","1","0","0","0","0","0","4","0","0","2","2","0"
"82","23.856168746948","PIRQUE","2","1","2","0","557867","2","0","1","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"83","63.533679962158","PEDRO AGUIRRE CERDA","3","0","0","0","450000","2","1","0","0","2","0","1","1","0","0","0","0","0","2","1","1","3","0","2"
"84","180.46720886231","SANTIAGO","1","0","0","0","305796","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0"
"85","98.84496307373","SANTIAGO","1","0","0","0","220073","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0"
"86","45.479991912842","VITACURA","2","2","0","0","864422","1","1","2","0","2","0","0","0","0","0","0","0","0","0","2","0","6","0","0"
"87","70.202270507812","PEÑAFLOR","3","0","2","0","274689","1","2","0","0","1","0","1","0","1","0","0","0","1","1","1","0","2","0","6"
"88","38.794563293457","LA REINA","4","1","3","0","254787","1","3","2","2","1","2","0","1","0","0","0","0","2","2","0","0","1","0","11"
"89","117.57697296143","INDEPENDENCIA","2","1","0","0","349381","1","1","1","0","0","0","2","0","0","1","0","0","0","0","2","0","0","0","4"
"90","65.373390197754","PUDAHUEL","4","0","1","0","280000","1","3","0","0","1","0","0","2","0","2","1","0","1","1","1","0","2","0","4"
"91","103.73506164551","PUDAHUEL","2","0","1","0","500000","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","2"
"92","69.919242858887","CONCHALI","3","0","0","0","729968","1","2","0","1","2","1","0","0","0","0","0","0","1","2","0","0","4","2","0"
"93","74.310546875","MAIPU","4","0","1","0","820020","2","2","0","0","3","0","0","0","1","0","0","0","0","4","0","0","4","0","4"
"94","36.16972732544","PUENTE ALTO","4","1","0","0","1050000","2","2","2","2","2","1","0","1","0","0","0","0","1","3","0","1","4","0","0"
"95","143.76490783691","RECOLETA","3","0","0","0","296377","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"96","85.510330200195","LAS CONDES","1","4","0","0","1902730","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","4","0","2"
"97","192.23626708984","ÑUÑOA","1","0","0","0","305990","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","5"
"98","437.20132446289","LAS CONDES","5","2","2","3","2625632","1","4","4","1","2","2","0","0","0","1","1","0","0","4","0","0","5","4","5"
"99","106.84641265869","PROVIDENCIA","1","0","0","0","136919","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","3"
"100","72.599212646484","LA FLORIDA","2","1","0","0","514403","1","1","1","0","2","0","1","1","0","0","0","0","0","2","0","0","2","0","5"
"101","196.73503112793","SANTIAGO","3","0","0","0","736195","2","1","0","1","1","1","1","0","0","0","0","0","0","3","0","0","2","2","2"
"102","65.304763793945","QUILICURA","4","0","0","0","380000","1","3","0","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"103","214.65739440918","LAMPA","8","0","1","0","936000","5","3","0","0","3","1","0","2","2","0","0","2","1","4","1","0","6","2","14"
"104","33.906288146973","LAS CONDES","1","1","0","0","4086746","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0"
"105","126.6720199585","LO BARNECHEA","2","0","0","0","1340000","0","2","0","0","1","0","1","0","0","0","0","0","0","1","1","0","2","0","0"
"106","91.461868286133","MAIPU","6","0","0","0","940776","4","2","3","2","3","2","0","1","0","0","0","0","2","4","0","0","5","2","0"
"107","81.193832397461","EL BOSQUE","4","0","0","1","201113","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"108","114.6471862793","PUDAHUEL","5","0","0","0","343181","2","3","0","2","1","2","1","0","0","1","0","2","1","1","1","0","2","4","4"
"109","46.068359375","MELIPILLA","3","0","0","0","265250","1","2","0","1","1","1","0","1","0","0","0","0","1","2","0","0","1","2","2"
"110","105.65547943115","EL BOSQUE","3","0","1","0","400000","1","2","1","0","1","0","0","2","0","0","0","0","0","3","0","0","2","0","4"
"111","152.68608093262","LAS CONDES","2","0","1","0","716327","1","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0","2","2","0"
"112","73.395401000977","PUENTE ALTO","4","1","3","0","900000","2","2","2","2","1","2","0","1","0","0","0","1","1","2","0","0","2","3","6"
"113","72.377830505371","LA PINTANA","4","0","0","0","355000","1","3","0","0","2","0","0","1","0","1","1","0","1","2","0","0","4","0","0"
"114","386.82043457031","CERRILLOS","5","2","1","2","1300000","2","3","2","0","2","3","0","0","0","0","0","3","0","2","0","0","2","8","0"
"115","95.630294799805","SANTIAGO","1","0","0","0","95585","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","4"
"116","71.236946105957","EL MONTE","3","0","1","0","123996","2","1","1","0","1","0","0","1","1","0","0","0","0","2","1","0","2","0","6"
"117","79.837745666504","PUENTE ALTO","3","1","0","1","367832","2","1","1","0","1","1","0","0","1","0","0","1","1","1","0","0","2","2","2"
"118","153.66169738769","RECOLETA","1","0","1","0","180000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","6"
"119","89.691497802734","SAN BERNARDO","2","0","0","0","291000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","3"
"120","156.41516113281","EL BOSQUE","7","1","0","0","668388","4","3","1","0","5","1","0","1","0","0","0","1","3","3","0","0","13","2","10"
"121","70.406860351562","LA FLORIDA","5","1","2","0","1198991","4","1","3","1","2","1","0","1","1","0","0","0","1","4","0","0","4","2","2"
"122","116.65843963623","RECOLETA","5","0","0","0","1196282","2","3","0","0","3","1","0","1","0","0","0","1","0","4","0","0","6","0","4"
"123","61.929424285889","ÑUÑOA","3","1","0","0","1584940","2","1","2","0","2","0","0","1","0","0","0","0","0","2","1","0","6","0","4"
"124","98.84496307373","SANTIAGO","1","0","0","0","181660","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","4"
"125","107.31539154053","PUENTE ALTO","3","1","0","0","1000000","1","2","1","0","1","0","0","1","0","1","1","0","0","2","0","0","2","0","4"
"126","102.13594055176","LA PINTANA","3","0","1","1","240000","1","2","0","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","6"
"127","107.96717834473","BUIN","3","1","0","0","799457","2","1","1","0","2","0","0","0","0","1","1","0","0","2","0","0","3","0","6"
"128","124.34017944336","PUENTE ALTO","2","0","0","0","567030","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","2"
"129","125.84461975098","CONCHALI","4","1","0","0","400000","2","2","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"130","99.142768859863","PUENTE ALTO","3","0","0","0","680000","2","1","1","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0"
"131","73.22673034668","LA FLORIDA","3","1","1","0","713174","2","1","1","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"132","124.34017944336","PUENTE ALTO","2","0","1","0","263000","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","2","0","2"
"133","151.32122802734","SAN BERNARDO","5","2","2","0","724104","3","2","2","0","2","1","0","0","1","1","1","1","0","3","0","0","4","2","2"
"134","132.54278564453","ÑUÑOA","2","0","1","0","324832","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","5","0","1"
"135","158.73751831055","ESTACION CENTRAL","3","1","1","0","320072","2","1","1","1","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"136","37.606983184815","LA REINA","2","1","0","0","345277","1","1","1","0","0","0","2","0","0","2","0","0","0","0","2","0","0","0","6"
"137","78.999771118164","LO BARNECHEA","4","1","0","0","796830","2","2","1","0","1","0","1","1","0","3","1","0","0","1","2","1","3","0","5"
"138","154.70373535156","SAN MIGUEL","2","0","0","0","688736","1","1","0","0","0","0","2","0","0","2","0","0","0","0","2","1","0","0","4"
"139","59.847957611084","QUILICURA","5","1","2","0","933855","2","3","1","2","1","3","0","1","0","0","0","3","0","2","0","0","2","6","0"
"140","40.052761077881","PADRE HURTADO","5","0","0","1","200000","0","5","0","2","1","3","0","0","1","0","0","3","0","2","0","0","2","0","2"
"141","107.45938110352","SANTIAGO","1","0","1","0","649161","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"142","236.01950073242","SAN BERNARDO","1","0","0","0","252278","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","2"
"143","123.72431945801","MAIPU","7","1","1","0","1469718","3","4","2","3","4","4","0","0","0","0","0","1","3","3","0","0","4","8","2"
"144","167.77400207519","MAIPU","8","0","0","0","935507","4","4","1","0","3","1","1","1","0","2","2","1","1","4","0","0","4","2","4"
"145","94.778984069824","PUENTE ALTO","5","0","1","0","268815","4","1","1","2","1","2","0","1","1","0","0","1","1","3","0","0","2","4","3"
"146","183.16748046875","ESTACION CENTRAL","4","1","0","0","781324","3","1","1","1","2","3","0","0","0","0","0","2","0","2","0","0","2","4","0"
"147","271.37609863281","LA REINA","4","3","2","0","535379","1","3","3","1","2","1","0","1","0","0","0","0","0","4","0","0","3","2","10"
"148","148.44467163086","LA FLORIDA","1","0","0","0","250000","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"149","393.87133789062","SAN MIGUEL","1","3","1","0","852167","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"150","114.66348266602","BUIN","1","0","0","0","208538","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"151","524.95495605469","LO BARNECHEA","3","3","0","0","3628279","2","1","3","0","3","0","0","0","0","0","0","0","0","1","2","0","4","0","2"
"152","112.63202667236","LO ESPEJO","4","1","2","0","782257","2","2","3","2","2","2","0","1","0","0","0","1","0","3","0","0","4","0","4"
"153","106.2910232544","QUINTA NORMAL","4","0","1","0","208103","3","1","1","1","1","1","0","1","1","0","0","1","0","3","0","1","1","0","4"
"154","110.72216033935","PUENTE ALTO","1","0","0","0","92900","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"155","73.395401000977","PUENTE ALTO","4","1","1","0","901976","3","1","2","0","2","0","0","1","1","0","0","0","0","4","0","0","0","0","2"
"156","84.007377624512","LA FLORIDA","2","0","0","0","202384","1","1","0","0","1","0","1","1","0","2","0","0","0","1","1","0","1","0","2"
"157","81.593536376953","PUENTE ALTO","3","0","0","0","158000","2","1","0","0","1","0","1","0","1","0","0","0","0","1","2","0","0","0","8"
"158","45.081466674805","ISLA DE MAIPO","2","0","0","0","156000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","4"
"159","320.9348449707","INDEPENDENCIA","8","1","2","1","1074503","2","6","2","4","3","5","0","0","0","0","0","1","3","4","0","0","4","10","2"
"160","129.25085449219","LA PINTANA","3","0","0","0","346921","2","1","0","1","2","1","0","0","0","0","0","1","0","2","0","0","4","0","0"
"161","86.301643371582","LA FLORIDA","3","0","1","0","454997","1","2","0","0","1","0","1","1","0","0","0","0","0","2","1","0","2","0","4"
"162","88.619216918945","LAS CONDES","3","1","2","0","1345564","1","2","1","1","2","1","0","1","0","0","0","0","1","2","0","0","2","2","9"
"163","82.510620117188","MAIPU","6","1","0","0","531484","1","5","1","1","2","2","0","1","0","1","1","1","0","3","1","0","2","4","1"
"164","45.961307525635","LAS CONDES","2","1","0","0","228020","1","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","1","2","4"
"165","76.755798339844","PUENTE ALTO","3","1","0","1","451281","1","2","1","0","2","1","0","0","0","0","0","1","0","2","0","0","2","0","5"
"166","98.200584411621","SAN BERNARDO","5","0","2","1","508151","3","2","0","1","2","1","0","1","0","1","0","2","1","2","0","0","4","0","4"
"167","178.56480407715","SANTIAGO","2","0","0","0","698538","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","4"
"168","67.966682434082","PEÑAFLOR","4","1","0","1","487488","2","2","2","1","2","2","0","0","0","0","1","1","0","2","0","0","2","2","1"
"169","69.196502685547","SAN BERNARDO","5","0","0","0","272975","2","3","0","1","1","4","0","0","0","0","1","2","1","1","0","0","0","6","10"
"170","146.49021911621","PROVIDENCIA","1","0","1","0","350000","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"171","106.29943084717","SAN BERNARDO","4","0","2","1","400310","3","1","0","2","1","2","0","1","0","0","0","1","1","2","0","0","2","4","2"
"172","55.32905960083","VITACURA","2","1","0","0","1718010","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"173","164.99935913086","LA FLORIDA","1","0","0","0","402972","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"174","99.123634338379","PUENTE ALTO","2","0","0","0","283115","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","0"
"175","111.17570495606","LA GRANJA","2","0","0","0","213616","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","4"
"176","61.929424285889","ÑUÑOA","3","1","0","0","1314284","1","2","2","0","3","0","0","0","0","0","0","0","1","2","0","0","4","0","2"
"177","182.62649536133","SAN BERNARDO","2","2","0","0","1432521","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","3","0","6"
"178","93.909721374512","MAIPU","3","0","1","0","1124292","1","2","0","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"179","65.062767028809","CERRILLOS","4","0","1","0","320000","3","1","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","4"
"180","125.78788757324","LA GRANJA","5","1","1","0","775000","3","2","2","1","3","1","1","0","0","0","0","0","2","2","1","0","4","0","2"
"181","128.47341918945","SANTIAGO","1","0","0","0","1258369","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1"
"182","83.101501464844","LO PRADO","5","0","1","0","190000","2","3","1","2","1","2","0","1","1","0","0","1","1","3","0","0","4","4","6"
"183","63.705677032471","SAN BERNARDO","4","1","0","0","409334","1","3","1","1","2","1","1","1","0","0","0","1","0","2","1","0","5","2","15"
"184","141.15538024902","PADRE HURTADO","2","0","0","0","400000","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","1","0","0","4"
"185","60.300617218018","PEÑALOLEN","5","1","2","0","500000","1","4","0","3","2","3","0","0","0","0","0","1","2","2","0","0","3","0","2"
"186","79.927978515625","SAN BERNARDO","4","0","0","1","500000","1","3","0","0","2","1","0","0","0","1","1","1","0","2","0","0","4","0","0"
"187","97.997840881348","PROVIDENCIA","2","0","0","0","878912","0","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","3"
"188","143.31242370606","PEÑALOLEN","3","1","2","0","1078764","1","2","2","1","2","1","0","0","0","0","0","1","0","2","0","0","4","2","2"
"189","139.38948059082","PEÑALOLEN","3","0","1","0","839504","2","1","1","0","2","0","1","0","0","0","0","0","0","2","1","0","2","0","2"
"190","112.70489501953","SAN MIGUEL","4","1","0","0","1322460","1","3","2","2","2","3","0","0","0","0","1","0","1","2","0","0","6","5","8"
"191","82.661582946777","PUENTE ALTO","4","0","0","0","474731","0","4","0","2","1","2","1","0","0","1","0","1","1","1","1","0","2","4","0"
"192","131.68745422363","SANTIAGO","1","0","1","0","497913","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"193","34.452674865723","ISLA DE MAIPO","3","0","0","0","504016","2","1","0","0","2","0","0","1","0","0","0","0","0","3","0","0","3","0","4"
"194","89.332878112793","SAN BERNARDO","3","0","0","1","300000","2","1","0","0","1","1","0","0","1","0","1","0","0","2","0","0","2","2","8"
"195","622.88952636719","LA GRANJA","4","2","2","2","469903","2","2","2","1","1","2","0","1","0","0","0","2","0","2","0","0","2","3","14"
"196","48.791923522949","MAIPU","4","1","0","0","893857","2","2","1","0","3","0","0","1","0","0","0","0","0","4","0","0","4","0","2"
"197","117.5648727417","LA FLORIDA","2","0","0","0","674988","0","2","0","1","1","1","0","0","0","0","0","0","1","1","0","0","2","0","3"
"198","225.40615844727","LO ESPEJO","1","0","0","0","220000","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","2"
"199","94.201904296875","BUIN","2","0","0","0","222683","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","4"
"200","173.30749511719","SANTIAGO","3","0","0","0","647993","1","2","1","0","1","0","1","1","0","1","0","0","0","1","2","2","2","0","4"
