"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"4929","72.039291381836","MAIPU","4","0","1","0","130000","1","3","0","1","0","1","1","1","1","0","0","0","1","2","1","1","0","2","3"
"4930","79.453758239746","LA PINTANA","6","0","1","1","451573","4","2","0","0","2","1","1","1","0","1","1","1","1","2","1","1","4","2","0"
"4931","63.346775054932","PROVIDENCIA","1","1","1","0","833797","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0"
"4932","92.739700317383","LA FLORIDA","5","0","0","0","463033","2","3","1","1","2","2","0","1","0","0","0","3","0","2","0","0","4","4","6"
"4933","277.23498535156","SANTIAGO","5","1","3","0","789305","2","3","2","2","1","2","1","1","0","0","0","1","0","3","1","1","0","0","2"
"4934","142.32614135742","RECOLETA","2","0","1","0","380000","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","4"
"4935","44.841598510742","VITACURA","3","1","1","0","896996","2","1","2","0","0","0","2","0","1","1","0","0","0","1","2","2","0","0","4"
"4936","45.304859161377","SAN BERNARDO","4","1","0","1","823709","2","2","2","0","2","1","0","0","1","0","0","1","1","2","0","0","0","0","8"
"4937","49.354682922363","SAN BERNARDO","5","1","0","0","322976","3","2","1","0","2","1","0","2","1","1","1","1","0","3","0","0","4","2","12"
"4938","59.948749542236","SAN MIGUEL","3","1","0","0","437991","2","1","1","2","2","0","0","1","0","0","0","0","0","2","1","0","2","0","4"
"4939","37.438060760498","LA REINA","2","1","2","0","2602173","1","1","2","1","2","0","0","0","0","0","0","0","0","2","0","0","4","0","2"
"4940","46.343029022217","VITACURA","1","1","1","0","532940","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","2"
"4941","164.73036193848","PEÑALOLEN","3","1","2","1","581188","1","2","1","0","2","1","0","0","0","0","0","1","1","1","0","0","4","2","0"
"4942","91.097602844238","MAIPU","5","1","0","0","1245933","2","3","1","2","4","0","0","0","1","0","0","0","1","4","0","0","7","3","0"
"4943","122.97425842285","ÑUÑOA","2","0","2","0","797810","1","1","1","1","1","1","0","0","0","0","0","0","0","2","0","0","2","2","2"
"4944","83.725151062012","MAIPU","5","0","2","2","600000","2","3","0","3","1","3","0","1","0","0","0","2","1","2","0","0","2","6","0"
"4945","49.300598144531","SAN MIGUEL","2","0","0","0","150383","1","1","0","0","0","0","0","0","0","2","0","0","0","1","1","1","0","0","4"
"4946","378.02975463867","MAIPU","1","0","0","0","200000","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"4947","50.458419799805","MAIPU","4","1","0","0","398617","2","2","1","0","1","1","0","2","0","0","0","1","0","1","2","0","2","2","2"
"4948","115.88497161865","LA GRANJA","2","0","0","0","71095","0","2","0","1","0","1","0","1","0","0","0","0","0","2","0","0","0","2","6"
"4949","142.58811950684","MAIPU","2","0","1","0","237616","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","12"
"4950","46.628021240234","MELIPILLA","2","1","0","0","448735","1","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","2","0","0"
"4951","137.74421691894","RENCA","3","1","0","0","900000","2","1","1","1","2","1","0","0","0","0","0","1","0","2","0","0","4","0","2"
"4952","80.619186401367","CONCHALI","6","0","0","3","600000","2","4","1","3","1","4","0","1","0","0","0","2","2","2","0","0","2","8","4"
"4953","428.81661987305","LAS CONDES","5","2","0","0","4526602","3","2","3","2","4","1","0","0","0","0","0","0","1","4","0","0","7","0","4"
"4954","107.70169067383","CALERA DE TANGO","2","0","1","0","269563","1","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","2","0","2"
"4955","150.47982788086","MAIPU","3","0","0","0","263214","0","3","0","1","0","1","0","1","0","1","0","2","0","1","0","0","0","0","2"
"4956","73.409767150879","PUENTE ALTO","3","1","1","0","561539","2","1","3","2","1","1","0","1","0","0","0","0","1","2","0","0","2","1","3"
"4957","197.61065673828","SAN BERNARDO","3","0","1","0","881669","1","2","0","0","2","0","1","0","0","2","0","0","0","1","2","1","4","0","2"
"4958","131.0958404541","RENCA","3","1","0","0","1100000","2","1","2","0","2","0","0","1","0","0","0","0","0","2","1","0","4","0","2"
"4959","115.85823059082","LA GRANJA","2","1","2","1","1159172","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","4"
"4960","49.300598144531","SAN MIGUEL","2","0","0","0","134928","0","2","0","0","0","0","2","0","0","2","0","0","0","0","2","2","0","0","2"
"4961","61.556293487549","EL BOSQUE","4","1","2","0","305603","2","2","1","1","1","2","0","1","0","0","0","1","1","2","0","0","2","4","9"
"4962","33.800403594971","EL MONTE","5","0","1","1","480000","3","2","1","1","2","1","0","1","0","1","1","1","1","2","0","0","3","0","0"
"4963","114.6782913208","SAN BERNARDO","4","2","0","0","499503","3","1","2","1","2","1","0","1","0","0","0","0","0","2","2","0","3","2","0"
"4964","23.891817092896","VITACURA","1","1","0","0","769785","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4"
"4965","135.06977844238","LO PRADO","1","0","0","0","64599","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4966","154.33103942871","RENCA","4","1","0","0","345000","2","2","1","1","1","1","0","1","0","1","1","0","2","1","0","0","2","0","6"
"4967","79.527877807617","SAN BERNARDO","2","0","0","0","215453","1","1","0","0","1","0","0","0","1","0","0","0","0","2","0","0","2","0","6"
"4968","84.152900695801","QUILICURA","4","0","1","2","821151","3","1","0","0","2","2","0","0","0","0","0","1","0","3","0","1","2","4","2"
"4969","56.969173431396","PROVIDENCIA","2","1","2","0","382285","2","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","4"
"4970","29.217948913574","MELIPILLA","4","1","0","1","332597","3","1","1","2","1","2","0","1","0","0","0","2","0","2","0","0","2","0","4"
"4971","59.342151641846","LA CISTERNA","2","0","1","0","590000","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4972","202.77954101562","SAN RAMON","3","1","0","0","243055","0","3","1","0","1","0","0","1","0","1","1","0","0","2","0","0","1","0","4"
"4973","142.70770263672","SAN MIGUEL","2","0","0","0","392890","0","2","0","0","1","0","0","1","0","0","0","0","0","1","1","1","2","0","0"
"4974","65.667343139648","MAIPU","3","1","1","0","2000000","2","1","2","0","1","1","0","1","0","0","0","1","0","2","0","0","0","0","0"
"4975","70.119964599609","EL BOSQUE","3","0","0","0","350000","1","2","0","0","1","0","1","1","0","0","0","0","1","1","1","0","4","0","2"
"4976","619.60437011719","ESTACION CENTRAL","8","1","3","1","742794","3","5","1","2","3","2","0","1","1","1","1","1","1","4","1","0","10","4","9"
"4977","89.785697937012","PEÑAFLOR","2","0","0","0","340162","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","0"
"4978","89.170082092285","MAIPU","3","0","0","0","660792","1","2","0","1","2","0","0","1","0","0","0","0","0","3","0","0","3","2","0"
"4979","45.545139312744","LA REINA","3","1","1","1","653617","1","2","2","1","1","2","1","2","0","0","1","0","1","1","0","0","0","0","4"
"4980","88.27758026123","CERRILLOS","3","0","1","0","330000","2","1","1","0","1","0","0","1","1","0","0","0","1","2","0","0","2","0","4"
"4981","51.535709381104","QUILICURA","6","1","99","1","691990","3","3","1","2","2","0","0","0","0","4","0","3","0","3","0","0","4","0","4"
"4982","59.329265594482","LA FLORIDA","5","1","0","0","211058","1","4","1","0","1","1","0","2","0","1","1","1","1","2","0","1","2","2","0"
"4983","127.8603439331","INDEPENDENCIA","5","1","1","2","739265","2","3","1","1","2","2","1","0","0","0","0","2","0","2","1","0","2","4","2"
"4984","311.12109375","QUILICURA","1","0","1","0","219693","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"4985","102.63396453857","RECOLETA","3","0","0","0","698491","2","1","0","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","2"
"4986","140.12522888184","ÑUÑOA","2","2","0","0","1095679","1","1","2","0","1","0","1","1","0","1","0","0","0","1","1","0","2","0","3"
"4987","114.66348266602","BUIN","1","0","2","0","270000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","6"
"4988","39.335964202881","PIRQUE","3","0","1","0","918176","1","2","0","0","2","0","0","1","0","0","0","0","1","2","0","0","4","0","2"
"4989","150.74145507812","QUINTA NORMAL","2","0","0","0","536962","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2","1","2","0","5"
"4990","115.14078521728","SANTIAGO","1","0","1","0","208387","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2"
"4991","339.93176269531","PROVIDENCIA","3","2","2","1","1896052","1","2","2","0","2","2","0","2","0","0","0","1","0","2","0","0","3","2","3"
"4992","128.47341918945","SANTIAGO","1","0","0","0","660097","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4993","76.310653686523","SAN BERNARDO","3","0","0","0","172747","1","2","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","7"
"4994","86.799835205078","PUDAHUEL","1","0","0","0","43938","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4995","85.007904052734","ÑUÑOA","2","0","0","0","235000","1","1","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","0","10"
"4996","76.987915039062","PEDRO AGUIRRE CERDA","6","0","0","1","853000","3","3","0","1","3","2","0","1","0","0","0","1","1","3","1","0","3","4","4"
"4997","99.532920837402","RECOLETA","2","0","0","0","630000","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4998","208.43676757812","LO ESPEJO","3","0","0","0","360000","2","1","0","0","1","0","2","0","0","0","0","0","0","3","0","2","2","0","4"
"4999","35.299995422363","ISLA DE MAIPO","4","0","1","0","468367","1","3","0","1","3","1","0","0","0","0","0","1","1","2","0","0","6","2","0"
"5000","166.54942321777","TALAGANTE","3","1","1","0","553354","0","3","1","0","2","1","0","0","0","0","1","0","1","1","0","0","1","0","4"
"5001","119.33410644531","EL BOSQUE","3","0","0","0","250000","0","3","0","0","1","0","0","1","0","1","1","0","1","1","0","0","2","0","2"
"5002","153.58332824707","PEÑALOLEN","3","0","1","0","663995","2","1","0","0","2","0","1","0","0","0","0","0","0","2","1","1","2","0","0"
"5003","98.688484191895","ÑUÑOA","3","1","0","0","303901","1","2","1","1","0","1","1","1","0","1","0","1","0","1","1","0","0","2","9"
"5004","80.802139282227","LO PRADO","3","1","1","0","262000","1","2","0","0","1","0","0","2","0","0","0","0","0","1","2","1","1","0","4"
"5005","99.975860595703","PUENTE ALTO","2","1","0","0","981284","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"5006","120.63328552246","RENCA","4","0","0","0","1050000","3","1","1","2","2","1","0","1","0","0","0","0","2","2","0","0","4","0","4"
"5007","112.66485595703","PEDRO AGUIRRE CERDA","1","0","0","0","80000","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0"
"5008","161.10168457031","SAN JOAQUIN","6","1","3","1","1462371","2","4","4","0","4","0","1","1","0","1","0","0","0","4","2","1","8","0","0"
"5009","179.43124389648","ÑUÑOA","1","0","0","0","1163783","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","3"
"5010","205.83520507812","SANTIAGO","6","1","1","1","1579128","2","4","1","0","1","2","0","1","0","2","1","2","0","3","0","1","2","0","4"
"5011","61.628509521484","ÑUÑOA","2","1","1","0","1252445","2","0","2","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"5012","134.1330871582","LAS CONDES","3","3","0","0","2619157","2","1","3","0","2","0","1","1","0","0","0","0","0","2","1","0","4","0","2"
"5013","37.242298126221","EL MONTE","3","1","1","0","465002","2","1","1","0","1","0","0","1","1","0","0","0","0","3","0","1","0","0","6"
"5014","130.63534545898","SAN RAMON","2","0","0","0","197996","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","2"
"5015","102.62886810303","MACUL","4","0","2","0","674908","3","1","0","1","2","1","0","1","0","0","0","0","1","3","0","0","5","2","5"
"5016","26.718841552734","LA FLORIDA","2","1","2","0","1779646","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","2"
"5017","210.48899841309","CERRO NAVIA","6","0","2","1","618000","4","2","0","0","3","1","0","1","0","1","1","0","0","5","0","1","4","2","8"
"5018","100.78147125244","SANTIAGO","1","0","0","0","52421","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"5019","75.256675720215","PUENTE ALTO","5","0","0","1","1398436","1","4","2","2","4","2","0","0","0","0","0","0","1","4","0","0","7","4","0"
"5020","154.33103942871","RENCA","4","1","1","1","650000","2","2","1","1","1","2","0","1","0","0","1","1","0","2","0","0","0","4","4"
"5021","43.869064331055","PEDRO AGUIRRE CERDA","2","0","1","0","340000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","4"
"5022","31.160051345825","ISLA DE MAIPO","3","0","2","0","289315","1","2","0","0","2","1","0","0","0","0","0","1","0","2","0","0","5","2","2"
"5023","64.024337768555","SAN RAMON","5","0","2","1","402942","2","3","0","0","1","0","0","2","1","1","1","0","0","4","0","0","2","0","2"
"5024","231.14009094238","ÑUÑOA","1","0","0","0","282793","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"5025","89.785697937012","PEÑAFLOR","2","0","0","0","338171","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","2"
"5026","135.39347839356","PEÑALOLEN","5","1","2","0","1970902","2","3","3","1","4","1","0","0","0","1","0","0","1","2","2","2","5","2","6"
"5027","67.72444152832","SANTIAGO","1","0","0","0","109934","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","2"
"5028","59.337162017822","CERRILLOS","4","1","1","0","400000","2","2","2","1","1","2","0","1","0","0","0","1","1","2","0","0","2","3","4"
"5029","134.97346496582","RENCA","5","0","3","0","363454","1","4","0","1","1","2","0","2","0","0","0","2","1","2","0","0","2","4","4"
"5030","143.40307617188","ÑUÑOA","2","0","0","0","565937","0","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"5031","35.805324554443","CALERA DE TANGO","5","0","0","0","365145","1","4","0","1","2","3","0","1","0","0","1","1","2","1","0","0","4","6","4"
"5032","68.388534545898","PUDAHUEL","4","0","0","0","480000","2","2","0","0","3","0","0","0","1","0","0","0","1","3","0","0","4","0","0"
"5033","100.22599792481","SAN BERNARDO","4","0","1","0","501588","3","1","0","2","2","2","0","1","0","0","0","1","0","3","0","0","3","4","6"
"5034","55.075275421143","PADRE HURTADO","5","1","1","0","711494","1","4","1","3","2","3","0","0","0","0","0","0","3","2","0","0","5","6","0"
"5035","173.7615814209","LA PINTANA","2","1","1","0","129670","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","2"
"5036","101.27386474609","PADRE HURTADO","3","1","0","0","591324","1","2","2","0","1","0","1","0","0","1","1","0","0","1","1","0","0","0","2"
"5037","104.53968048096","PUDAHUEL","2","0","0","0","240000","0","2","0","0","1","0","0","1","0","0","0","0","1","1","0","0","2","0","0"
"5038","179.08172607422","SANTIAGO","8","2","1","0","1541658","4","4","3","2","5","1","2","0","0","0","0","1","0","5","2","1","10","2","2"
"5039","146.06063842773","LAS CONDES","4","2","2","0","691696","3","1","2","0","1","0","0","1","0","2","1","1","1","1","0","0","1","4","8"
"5040","51.535709381104","QUILICURA","6","1","2","0","1447609","3","3","1","2","2","2","0","1","0","1","0","1","3","2","0","1","4","2","4"
"5041","151.45062255859","SANTIAGO","4","1","0","0","574391","2","2","2","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","12"
"5042","85.207374572754","PUDAHUEL","4","0","0","0","1211299","1","3","0","1","2","1","1","0","0","0","0","0","1","2","1","0","2","2","4"
"5043","106.05574798584","VITACURA","1","0","0","0","560849","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1"
"5044","377.75329589844","COLINA","3","2","3","0","873272","2","1","2","0","3","0","0","0","0","0","0","0","1","2","0","0","7","0","1"
"5045","66.140525817871","PROVIDENCIA","2","1","1","0","1853194","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","1"
"5046","63.800220489502","MAIPU","4","1","1","0","850000","3","1","2","1","2","2","0","0","0","0","1","1","0","2","0","0","4","4","0"
"5047","348.13171386719","VITACURA","3","3","3","0","1254277","2","1","2","0","1","2","0","0","0","0","0","1","0","2","0","0","2","2","9"
"5048","89.84049987793","LA GRANJA","2","0","2","0","68811","1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","2","2","1"
"5049","91.898979187012","LA FLORIDA","3","0","0","0","898095","2","1","1","1","1","1","0","1","0","1","0","0","0","3","0","0","1","2","2"
"5050","127.68229675293","SANTIAGO","2","0","0","0","550000","2","0","0","2","2","2","0","0","0","0","0","0","0","2","0","0","0","2","2"
"5051","228.49101257324","SANTIAGO","2","1","1","0","1060621","2","0","2","1","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"5052","111.4149017334","SAN RAMON","2","0","0","0","200000","1","1","1","0","1","0","0","1","0","1","0","0","0","0","2","0","2","0","2"
"5053","47.785663604736","TALAGANTE","5","0","0","1","330217","1","4","1","2","1","3","0","1","0","0","0","3","0","2","0","0","0","6","2"
"5054","63.25598526001","LAMPA","4","0","2","1","300000","1","3","0","0","1","0","0","1","0","2","2","0","0","2","0","0","2","0","4"
"5055","103.62742614746","LA FLORIDA","3","0","2","0","1348747","1","2","3","0","2","0","1","0","0","0","0","0","0","2","1","0","4","0","2"
"5056","238.53971862793","MAIPU","9","0","0","0","1337001","4","5","1","2","4","3","2","0","0","0","0","2","1","4","2","0","8","6","2"
"5057","109.30180358887","LA FLORIDA","4","0","0","0","214336","3","1","0","1","1","2","0","1","0","0","0","2","0","1","1","0","2","4","4"
"5058","142.53503417969","SANTIAGO","3","0","0","0","800000","2","1","0","0","2","0","0","0","0","1","1","0","0","2","0","0","6","0","0"
"5059","51.053398132324","LAS CONDES","1","1","0","0","716312","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","5"
"5060","155.59503173828","RECOLETA","2","0","0","0","115000","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","4"
"5061","183.04821777344","SANTIAGO","1","1","0","0","1600000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","1"
"5062","141.94160461426","LAS CONDES","2","2","2","2","2111187","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"5063","47.250595092773","PIRQUE","3","2","0","0","880163","3","0","2","0","2","0","0","0","1","0","0","0","1","2","0","0","2","0","4"
"5064","77.885055541992","ESTACION CENTRAL","3","0","1","0","300000","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","2"
"5065","227.17828369141","SANTIAGO","2","0","1","0","640000","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"5066","120.92643737793","LA PINTANA","2","0","0","0","210000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","1","2","0","0"
"5067","51.268558502197","SAN RAMON","6","0","2","0","1350000","4","2","0","0","4","0","0","1","0","1","1","0","2","3","0","0","9","0","7"
"5068","89.884223937988","CERRILLOS","3","1","1","0","890000","1","2","2","0","2","0","1","0","0","0","0","0","0","2","1","0","4","0","4"
"5069","113.58993530273","LAS CONDES","1","2","2","0","1251174","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","4"
"5070","70.248809814453","PROVIDENCIA","3","1","0","1","1317810","2","1","1","0","2","2","0","0","0","0","1","0","0","2","0","0","4","2","12"
"5071","194.89256286621","LAS CONDES","4","3","0","0","1755446","1","3","3","1","1","0","0","1","2","0","0","0","0","4","0","1","2","0","4"
"5072","113.38410949707","SANTIAGO","3","0","0","0","1050000","2","1","0","1","1","0","1","1","0","0","0","0","0","2","1","0","4","0","4"
"5073","120.99431610107","PUENTE ALTO","3","2","0","0","1160000","2","1","3","0","1","0","1","1","0","0","0","0","0","1","2","0","2","0","2"
"5074","291.67874145508","RECOLETA","3","1","1","1","706168","1","2","2","0","1","0","0","1","0","1","1","0","0","2","0","0","2","0","4"
"5075","106.29943084717","SAN BERNARDO","4","0","0","0","225339","1","3","1","1","1","2","0","1","0","0","0","1","1","2","0","0","0","4","4"
"5076","24.577323913574","PROVIDENCIA","4","1","0","1","1878418","3","1","2","0","2","2","0","0","0","0","1","1","0","2","0","0","4","2","1"
"5077","179.10125732422","LAS CONDES","2","0","0","0","1187217","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0"
"5078","115.84625244141","LA FLORIDA","4","0","0","0","590498","1","3","0","0","1","0","2","0","1","0","0","0","0","3","1","1","0","0","5"
"5079","165.76770019531","ÑUÑOA","3","2","1","1","1776175","2","1","2","0","2","1","0","1","0","0","0","1","0","2","0","0","4","2","4"
"5080","79.736663818359","PUDAHUEL","1","0","0","0","810236","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","4"
"5081","92.616714477539","QUILICURA","4","0","1","2","93007","1","3","0","2","0","2","0","1","0","1","1","2","0","1","0","0","0","4","4"
"5082","175.86351013184","SAN BERNARDO","4","3","1","3","1391136","2","2","2","2","2","2","0","0","0","0","0","2","0","2","0","0","16","0","9"
"5083","92.516426086426","LA CISTERNA","5","1","2","0","731095","3","2","2","1","2","1","0","0","1","1","0","1","2","2","0","0","0","2","5"
"5084","70.054328918457","SANTIAGO","4","0","0","0","1020000","3","1","0","0","3","1","0","0","0","0","1","0","1","2","0","0","6","2","0"
"5085","94.306564331055","LAS CONDES","2","2","1","0","964728","0","2","2","1","1","1","0","0","0","0","0","0","1","1","0","0","2","2","2"
"5086","78.53231048584","LA FLORIDA","3","0","0","0","370146","2","1","1","0","2","0","0","0","1","0","0","0","1","2","0","0","6","0","0"
"5087","120.56207275391","LA CISTERNA","3","0","0","0","132236","0","3","0","2","0","1","0","1","0","1","0","0","1","1","1","2","0","2","0"
"5088","93.645835876465","LAS CONDES","1","0","1","0","910810","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","5"
"5089","31.983724594116","CALERA DE TANGO","4","0","1","1","315099","2","2","2","2","1","2","0","1","0","0","0","0","2","2","0","0","2","2","0"
"5090","92.312141418457","LO ESPEJO","4","0","0","0","296845","2","2","0","0","1","0","2","1","1","0","0","0","0","2","2","2","2","0","4"
"5091","258.18402099609","SAN MIGUEL","5","2","0","0","900000","3","2","2","3","1","3","0","1","0","0","0","1","1","3","0","1","2","6","6"
"5092","60.081882476807","LA REINA","3","0","0","0","1091205","1","2","1","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","2"
"5093","68.579452514648","SAN BERNARDO","4","0","1","0","300000","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","3","2","9"
"5094","139.9557800293","PUENTE ALTO","5","2","0","1","3100000","3","2","3","1","3","3","0","1","0","0","0","1","0","4","0","0","4","2","0"
"5095","57.392673492432","MAIPU","5","1","0","0","1272990","2","3","3","1","3","1","0","0","0","1","1","1","1","2","0","0","5","2","2"
"5096","100.72940826416","LA FLORIDA","2","0","0","0","217000","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","1","0","0","0"
"5097","105.97585296631","RECOLETA","3","0","1","1","312180","2","1","0","1","1","1","0","1","0","0","0","1","0","2","0","0","2","0","2"
"5098","165.51904296875","PEÑALOLEN","6","0","0","1","501000","4","2","0","0","2","1","0","1","1","1","0","2","0","3","1","0","4","0","2"
"5099","184.1600189209","ÑUÑOA","3","2","2","0","6072509","1","2","3","1","2","1","0","2","0","0","0","0","1","2","0","0","2","0","7"
"5100","62.44979095459","LAS CONDES","2","1","0","0","1536856","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","2"
"5101","131.98188781738","LAMPA","4","0","1","0","200000","1","3","0","1","1","2","0","1","0","0","0","2","1","1","0","0","2","4","0"
"5102","105.41124725342","PUENTE ALTO","3","1","0","2","1350202","2","1","1","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"5103","73.896621704102","LA FLORIDA","5","1","0","1","654684","1","4","0","0","2","0","0","1","0","2","1","1","1","2","0","0","4","0","22"
"5104","336.6669921875","MAIPU","1","0","0","0","130000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"5105","60.030475616455","LA PINTANA","6","0","1","0","930000","3","3","0","1","4","1","1","0","0","0","0","1","0","4","1","0","6","2","0"
"5106","144.26316833496","MAIPU","2","1","0","0","295478","1","1","1","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","4"
"5107","37.438060760498","LA REINA","2","1","0","0","279170","1","1","2","1","1","1","0","0","0","0","0","0","0","2","0","0","1","2","4"
"5108","106.56230926514","PUENTE ALTO","3","0","0","1","1673850","1","2","0","0","1","0","0","1","0","1","0","0","0","2","1","0","0","0","2"
"5109","113.19229888916","SANTIAGO","3","0","0","0","643385","1","2","0","0","1","0","2","0","0","0","0","0","0","1","2","1","2","0","2"
"5110","86.360321044922","LA FLORIDA","2","0","0","0","959606","0","2","0","0","1","0","0","1","0","1","0","0","0","1","1","0","2","0","2"
"5111","137.17478942871","LO ESPEJO","6","0","1","0","598300","3","3","0","1","3","1","0","1","0","1","1","0","3","2","0","1","6","2","4"
"5112","146.23776245117","LA PINTANA","3","1","1","1","438833","2","1","2","0","1","0","2","0","0","0","0","0","0","1","2","2","2","0","0"
"5113","177.51741027832","ESTACION CENTRAL","5","0","0","0","431094","4","1","1","1","2","3","0","0","0","0","0","2","1","2","0","0","3","4","11"
"5114","78.522903442383","LA CISTERNA","3","0","0","0","538154","2","1","1","0","2","1","0","0","0","0","0","1","1","0","1","0","2","2","0"
"5115","40.867534637451","CALERA DE TANGO","2","0","0","0","12000","0","2","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","2","2"
"5116","164.0079498291","SAN BERNARDO","3","0","0","0","408670","2","1","0","0","1","0","0","1","0","1","1","0","0","2","0","0","2","0","4"
"5117","99.874656677246","MACUL","4","0","1","1","620127","2","2","1","1","2","1","0","1","0","0","0","1","1","2","0","0","4","2","0"
"5118","352.22387695312","SANTIAGO","3","1","0","0","3027969","1","2","2","1","2","1","0","0","0","0","0","0","1","2","0","0","0","2","0"
"5119","118.74049377441","MAIPU","3","0","0","0","462562","0","3","0","0","2","1","0","0","0","0","1","0","1","1","0","0","4","2","0"
"5120","75.901016235352","QUINTA NORMAL","2","0","2","0","374000","1","1","0","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","8"
"5121","89.909843444824","HUECHURABA","2","2","0","0","2484607","1","1","2","0","1","0","0","0","1","0","0","0","0","2","0","0","2","0","0"
"5122","47.638114929199","PUENTE ALTO","3","1","0","0","900000","1","2","1","1","2","1","0","0","0","0","0","0","1","2","0","0","4","0","0"
"5123","75.822761535645","LO ESPEJO","2","0","0","0","550000","1","1","0","0","0","0","2","0","0","1","0","0","0","0","2","0","0","0","3"
"5124","206.14175415039","SANTIAGO","1","1","1","0","618671","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","3"
"5125","173.95748901367","PUENTE ALTO","2","1","0","0","405951","1","1","1","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"5126","144.54988098144","PEDRO AGUIRRE CERDA","5","1","0","1","800000","3","2","1","1","2","2","0","1","0","0","0","2","0","3","0","0","2","0","12"
